T_ID,senders_account,receivers_account,amount,date,time
1254,1069,1099,16.45,11/04/2023,03:55:04
1255,1013,1072,21.75,14/04/2023,01:40:52
1256,1034,1064,97.35,01/05/2023,20:44:49
1257,1040,1051,76.13,16/02/2023,20:24:24
1258,1027,1003,31.86,27/10/2023,16:27:06
1259,1070,1094,55.68,11/05/2023,21:08:25
1260,1087,1030,59.82,04/10/2023,17:52:34
1261,1100,1040,45.52,19/10/2023,20:03:07
1262,1074,1072,88.79,06/03/2023,00:15:12
1263,1088,1009,31.33,30/11/2023,05:20:44
1264,1079,1014,56.04,09/12/2023,07:04:05
1265,1010,1084,62.44,22/05/2023,23:25:51
1266,1050,1033,93.57,23/12/2023,10:54:02
1267,1098,1059,87.71,19/05/2023,08:56:44
1268,1097,1025,34.04,06/07/2023,12:58:04
1269,1017,1054,35.08,01/07/2023,14:08:59
1270,1044,1074,58.33,27/01/2024,10:54:11
1271,1036,1094,48.09,09/08/2023,14:23:19
1272,1085,1027,70.06,25/12/2023,17:01:39
1273,1001,1054,13.31,17/12/2023,06:30:44
1274,1059,1071,78.98,22/05/2023,02:34:22
1275,1004,1061,31.04,05/02/2024,07:42:03
1276,1100,1079,84.54,01/07/2023,23:36:29
1277,1025,1100,16.79,26/11/2023,09:03:26
1278,1034,1091,91.46,15/01/2024,00:43:52
1279,1075,1009,95.69,20/05/2023,05:16:03
1280,1053,1014,12.99,07/10/2023,16:50:59
1281,1066,1019,30,09/09/2023,04:04:45
1282,1001,1069,38.21,03/07/2023,16:37:32
1283,1019,1014,90.7,27/01/2024,19:01:52
1284,1062,1012,39.22,18/01/2024,05:29:48
1285,1048,1085,74.16,31/08/2023,01:14:21
1286,1068,1075,95.08,25/08/2023,23:08:27
1287,1084,1007,65.06,30/05/2023,17:28:50
1288,1039,1098,39.04,31/01/2024,13:47:19
1289,1054,1052,46.21,30/03/2023,13:07:09
1290,1051,1099,78,11/10/2023,11:31:57
1291,1075,1067,22.25,09/10/2023,00:13:59
1292,1067,1056,52.13,17/09/2023,10:29:37
1293,1074,1015,85.74,22/12/2023,20:39:23
1294,1053,1002,81.02,26/10/2023,09:50:11
1295,1072,1067,44.63,25/02/2023,07:51:13
1296,1052,1012,87.8,03/07/2023,19:24:24
1297,1030,1004,10.14,01/09/2023,02:31:45
1298,1027,1091,72.49,09/02/2024,23:56:02
1299,1054,1061,36.48,05/11/2023,03:43:32
1300,1053,1059,65.19,16/12/2023,23:37:50
1301,1036,1057,92.6,15/09/2023,16:06:55
1302,1017,1044,39.67,21/12/2023,20:30:05
1303,1048,1049,72.28,07/10/2023,18:09:25
1304,1061,1084,96.22,22/03/2023,11:35:18
1305,1019,1080,63.4,18/03/2023,13:11:28
1306,1097,1047,87.41,07/07/2023,19:08:03
1307,1060,1089,15.56,01/03/2023,13:44:28
1308,1019,1081,10.92,11/10/2023,13:13:40
1309,1084,1021,54.25,19/06/2023,20:39:12
1310,1089,1041,28.17,02/05/2023,15:47:56
1311,1025,1032,66.39,22/04/2023,00:33:05
1312,1012,1024,24.46,06/11/2023,11:46:24
1313,1080,1100,17.09,17/03/2023,18:46:05
1314,1098,1051,59.93,11/09/2023,02:25:35
1315,1073,1027,21.03,07/10/2023,00:18:50
1316,1050,1036,59.86,07/05/2023,03:34:21
1317,1029,1012,11.1,07/02/2024,07:53:06
1318,1032,1021,38.44,30/06/2023,04:07:05
1319,1094,1040,20.06,05/12/2023,08:49:20
1320,1031,1028,83.85,20/07/2023,12:58:36
1321,1087,1044,11.55,18/01/2024,07:16:54
1322,1024,1064,87.94,02/03/2023,06:25:08
1323,1038,1068,39.19,04/10/2023,15:34:41
1324,1007,1093,83.01,28/09/2023,10:46:22
1325,1077,1099,46.91,09/02/2024,00:30:53
1326,1008,1028,27.53,10/06/2023,21:43:09
1327,1072,1067,34.7,30/01/2024,02:38:47
1328,1025,1089,76.83,19/06/2023,22:12:15
1329,1018,1062,68.07,15/12/2023,10:19:15
1330,1034,1018,84.97,05/12/2023,03:49:59
1331,1027,1037,14.97,07/11/2023,06:44:53
1332,1049,1016,63.91,04/07/2023,16:34:47
1333,1057,1009,46.06,28/05/2023,05:25:13
1334,1036,1031,33.42,19/07/2023,14:08:35
1335,1036,1090,44.26,02/12/2023,07:06:45
1336,1021,1077,94.15,07/08/2023,21:16:01
1337,1062,1031,89.08,09/07/2023,02:05:53
1338,1043,1066,91.82,13/12/2023,03:25:11
1339,1036,1062,17.74,24/10/2023,04:09:33
1340,1053,1073,40.13,11/03/2023,13:08:52
1341,1031,1015,12.04,16/04/2023,03:40:00
1342,1074,1096,32.66,21/03/2023,19:41:10
1343,1054,1057,38.03,08/03/2023,15:58:38
1344,1087,1029,76.95,21/11/2023,00:28:06
1345,1043,1088,30.09,11/08/2023,15:54:32
1346,1002,1044,82.63,15/04/2023,09:30:58
1347,1034,1092,13.47,07/10/2023,15:14:57
1348,1090,1057,80.51,09/02/2024,03:45:49
1349,1093,1007,71.38,02/04/2023,12:16:32
1350,1042,1078,15.98,12/07/2023,10:36:35
1351,1077,1032,87.05,16/07/2023,00:44:07
1352,1076,1031,44.95,25/05/2023,06:51:18
1353,1083,1058,71.24,30/10/2023,03:46:07
1354,1026,1024,46.34,02/09/2023,00:09:35
1355,1098,1052,58.76,26/07/2023,21:37:40
1356,1040,1088,37.33,18/12/2023,06:44:36
1357,1079,1029,94.6,24/02/2023,18:15:15
1358,1052,1010,47.96,27/08/2023,01:49:11
1359,1005,1065,17.81,15/10/2023,03:48:51
1360,1060,1001,80.99,22/05/2023,00:33:32
1361,1058,1072,10.54,14/04/2023,15:34:21
1362,1081,1095,59.53,11/06/2023,14:32:29
1363,1071,1091,89.03,29/03/2023,00:23:09
1364,1018,1094,89.17,02/08/2023,10:07:37
1365,1078,1002,58.32,05/03/2023,07:14:24
1366,1070,1011,18.4,15/10/2023,20:15:44
1367,1094,1085,69.74,27/02/2023,02:40:25
1368,1066,1064,25.65,22/08/2023,17:18:02
1369,1048,1059,16.72,04/02/2024,16:54:01
1370,1037,1002,81.81,23/03/2023,16:22:07
1371,1036,1021,53.19,12/06/2023,03:45:29
1372,1032,1046,72.65,16/02/2023,11:05:20
1373,1003,1030,88.85,19/01/2024,15:18:10
1374,1100,1018,54.35,31/07/2023,20:23:18
1375,1017,1016,38.07,09/02/2024,05:34:54
1376,1013,1051,38.79,26/05/2023,14:03:50
1377,1028,1075,39.54,16/04/2023,08:26:15
1378,1032,1088,93.35,18/05/2023,10:14:11
1379,1080,1066,51.71,01/10/2023,19:39:58
1380,1026,1058,44.47,31/12/2023,04:43:55
1381,1086,1098,38.33,02/08/2023,05:14:05
1382,1090,1097,14.85,17/04/2023,18:05:02
1383,1066,1028,66.27,02/05/2023,19:52:01
1384,1038,1072,27.57,10/02/2024,10:48:02
1385,1083,1076,30.85,05/05/2023,15:04:42
1386,1029,1024,76.46,25/03/2023,06:55:15
1387,1054,1088,12.56,24/09/2023,03:43:06
1388,1055,1062,13.69,26/05/2023,10:41:48
1389,1039,1011,36.06,09/05/2023,19:08:03
1390,1044,1047,75.87,17/06/2023,23:42:08
1391,1080,1033,84.39,15/01/2024,16:57:07
1392,1088,1044,94.53,24/05/2023,05:06:37
1393,1054,1092,16.36,29/09/2023,04:49:39
1394,1012,1052,72.89,27/10/2023,11:29:52
1395,1026,1052,44.85,17/03/2023,15:03:41
1396,1033,1055,82.55,28/04/2023,01:41:56
1397,1037,1047,81.46,07/03/2023,12:39:44
1398,1017,1001,51.65,27/06/2023,09:50:10
1399,1061,1002,52.11,20/05/2023,20:57:46
1400,1030,1080,61.28,04/08/2023,10:24:34
1401,1031,1023,11.28,10/08/2023,06:35:19
1402,1067,1053,16.87,23/06/2023,08:17:15
1403,1055,1025,53.95,07/04/2023,08:46:36
1404,1046,1059,13.08,23/03/2023,07:26:50
1405,1042,1036,39.85,14/05/2023,01:45:10
1406,1037,1046,21.36,16/04/2023,15:57:14
1407,1043,1004,91.33,05/08/2023,20:47:47
1408,1034,1030,46.56,05/03/2023,08:45:35
1409,1068,1062,42.1,19/10/2023,13:27:07
1410,1053,1100,60.77,06/01/2024,01:43:43
1411,1062,1075,87.02,19/10/2023,23:13:33
1412,1016,1094,54.45,24/12/2023,23:07:00
1413,1062,1050,87.75,26/12/2023,00:12:00
1414,1043,1076,52.98,13/06/2023,19:11:33
1415,1046,1088,12.24,06/05/2023,04:40:34
1416,1082,1062,39.05,13/10/2023,14:00:44
1417,1062,1073,65.56,03/08/2023,10:43:55
1418,1044,1063,23.46,08/02/2024,00:49:32
1419,1096,1084,70.14,29/08/2023,22:36:25
1420,1088,1056,85.11,17/01/2024,12:18:54
1421,1091,1071,37.37,25/12/2023,00:32:14
1422,1023,1072,34.02,30/05/2023,22:15:11
1423,1044,1055,26.4,04/11/2023,09:33:46
1424,1026,1010,55.04,15/05/2023,08:44:50
1425,1015,1068,78.9,13/06/2023,16:20:23
1426,1024,1068,20.02,27/01/2024,07:58:13
1427,1054,1050,20.19,24/05/2023,01:19:31
1428,1011,1041,83.63,29/07/2023,04:10:59
1429,1092,1036,39.93,03/06/2023,18:56:54
1430,1064,1050,81.11,24/08/2023,11:48:15
1431,1043,1047,29.83,17/10/2023,12:25:34
1432,1011,1074,42.19,24/12/2023,09:07:29
1433,1040,1069,70.67,24/04/2023,04:41:34
1434,1070,1079,16.82,28/12/2023,22:04:15
1435,1017,1036,20.84,18/10/2023,15:38:19
1436,1053,1099,96.9,05/04/2023,22:12:50
1437,1017,1001,68.66,19/05/2023,23:59:24
1438,1064,1091,72.98,07/05/2023,03:50:03
1439,1050,1066,39.87,14/05/2023,04:28:03
1440,1040,1092,82.93,13/04/2023,17:56:26
1441,1004,1090,51.62,30/03/2023,11:26:26
1442,1023,1001,67.73,12/08/2023,08:43:24
1443,1058,1061,95.95,15/03/2023,03:54:13
1444,1054,1025,46.76,14/02/2024,03:36:18
1445,1040,1080,57.76,10/05/2023,20:30:07
1446,1003,1013,89.3,01/03/2023,18:31:51
1447,1079,1059,86.27,26/11/2023,16:52:56
1448,1088,1075,19.34,26/09/2023,21:08:54
1449,1002,1020,36,30/06/2023,13:05:10
1450,1067,1044,38.23,16/05/2023,22:55:16
1451,1056,1038,62.01,29/04/2023,20:40:04
1452,1089,1035,41.15,19/04/2023,18:20:43
1453,1087,1010,30.51,06/05/2023,10:33:21
1454,1050,1070,32.36,28/03/2023,22:14:06
1455,1034,1053,69.73,20/10/2023,17:42:05
1456,1086,1095,69.8,08/11/2023,06:13:40
1457,1058,1007,57.79,18/02/2023,18:50:30
1458,1087,1029,73.99,25/05/2023,06:01:07
1459,1038,1024,65.95,02/09/2023,17:59:19
1460,1097,1059,54.65,16/05/2023,15:03:56
1461,1058,1048,87.3,13/10/2023,18:01:38
1462,1099,1006,75.14,07/03/2023,17:27:15
1463,1004,1052,47.35,20/03/2023,18:54:26
1464,1093,1014,39.69,02/01/2024,07:45:27
1465,1084,1049,83.41,28/04/2023,03:56:41
1466,1019,1017,55.93,10/05/2023,11:30:31
1467,1009,1044,34.25,31/10/2023,19:04:15
1468,1024,1004,63.95,15/09/2023,04:29:39
1469,1083,1021,58.22,02/10/2023,18:08:07
1470,1017,1033,13.7,22/01/2024,23:57:32
1471,1033,1034,95.18,11/06/2023,01:22:23
1472,1004,1043,69.14,16/01/2024,19:33:59
1473,1060,1086,77.54,30/09/2023,05:12:31
1474,1087,1015,24.49,14/03/2023,11:59:36
1475,1008,1066,49.56,11/06/2023,18:13:14
1476,1091,1041,75.74,18/04/2023,02:20:05
1477,1047,1081,74.89,05/08/2023,07:39:44
1478,1036,1071,31.09,20/11/2023,05:59:52
1479,1044,1038,76.27,30/03/2023,12:35:42
1480,1009,1055,81.59,05/04/2023,18:21:43
1481,1045,1065,68.27,08/01/2024,18:14:19
1482,1037,1047,18.5,12/08/2023,19:10:12
1483,1002,1085,45.18,10/05/2023,07:45:32
1484,1024,1088,53.69,06/05/2023,16:41:34
1485,1039,1070,54.63,09/08/2023,20:12:18
1486,1093,1087,49.01,20/12/2023,00:38:37
1487,1038,1069,81.05,25/11/2023,12:14:35
1488,1065,1100,96.61,08/02/2024,14:58:14
1489,1070,1065,71.19,27/02/2023,06:09:52
1490,1032,1039,84.61,19/01/2024,02:55:42
1491,1091,1081,51.35,17/01/2024,06:11:45
1492,1091,1065,69.65,16/06/2023,05:31:27
1493,1070,1001,80.01,30/09/2023,13:29:02
1494,1092,1046,53.32,10/06/2023,10:30:10
1495,1034,1051,48.7,18/09/2023,14:39:19
1496,1069,1083,34.89,09/06/2023,05:35:12
1497,1084,1029,70.75,12/07/2023,04:21:22
1498,1095,1043,19.52,22/03/2023,05:12:25
1499,1052,1080,43.6,11/04/2023,02:21:25
1500,1092,1090,29.2,14/12/2023,19:58:59
1501,1034,1005,16.2,10/07/2023,06:36:35
1502,1092,1060,74.02,11/05/2023,00:56:22
1503,1029,1023,74.56,30/08/2023,18:04:35
1504,1093,1017,80.96,06/01/2024,16:33:57
1505,1024,1091,42.89,06/09/2023,07:11:15
1506,1020,1064,61.61,17/11/2023,18:51:02
1507,1078,1076,14.08,24/11/2023,08:12:01
1508,1010,1056,72.61,23/10/2023,15:16:43
1509,1011,1003,93.11,26/02/2023,00:27:27
1510,1100,1009,50.89,05/02/2024,03:36:21
1511,1032,1025,26.58,07/01/2024,23:09:54
1512,1097,1020,41.94,06/02/2024,21:29:39
1513,1074,1056,30.23,25/03/2023,02:35:29
1514,1080,1092,37.18,09/08/2023,07:10:44
1515,1026,1071,75.21,02/12/2023,11:30:05
1516,1091,1088,57.15,31/01/2024,12:45:14
1517,1095,1084,27.83,19/12/2023,09:46:13
1518,1080,1095,22.62,28/07/2023,15:02:47
1519,1091,1028,14.94,01/09/2023,07:36:41
1520,1029,1055,12.59,19/07/2023,19:07:30
1521,1025,1031,43.84,25/03/2023,17:13:36
1522,1011,1035,82.91,22/06/2023,09:37:49
1523,1092,1038,39.19,01/10/2023,02:27:28
1524,1080,1003,88.38,31/10/2023,05:43:04
1525,1023,1050,77.74,14/03/2023,20:22:36
1526,1057,1063,63.05,27/12/2023,13:18:20
1527,1060,1038,75.8,01/07/2023,14:21:06
1528,1085,1004,26.54,08/11/2023,15:09:42
1529,1100,1059,54.59,21/08/2023,22:52:26
1530,1087,1064,27.96,17/06/2023,18:13:18
1531,1011,1048,79.73,26/05/2023,15:21:33
1532,1010,1043,34.09,08/09/2023,06:44:45
1533,1062,1004,65.44,12/11/2023,16:49:09
1534,1038,1026,63.82,15/02/2023,21:04:23
1535,1079,1013,76.4,27/05/2023,04:48:41
1536,1093,1024,80.37,28/07/2023,14:56:56
1537,1090,1039,22.13,23/06/2023,00:29:05
1538,1085,1093,12.22,25/07/2023,10:33:32
1539,1019,1063,21.12,30/05/2023,10:57:22
1540,1001,1023,28.78,13/04/2023,10:10:22
1541,1033,1096,47.72,04/06/2023,09:34:35
1542,1004,1085,73.21,06/10/2023,22:07:43
1543,1037,1007,13.97,08/10/2023,05:35:09
1544,1069,1016,67.99,02/01/2024,00:03:49
1545,1095,1014,17.56,07/03/2023,16:59:18
1546,1099,1014,15.44,23/10/2023,02:12:46
1547,1081,1098,69.16,25/09/2023,01:03:41
1548,1049,1034,10.54,12/03/2023,18:02:54
1549,1020,1010,38.86,04/11/2023,19:58:21
1550,1091,1026,95.09,22/10/2023,18:33:31
1551,1055,1013,94.5,07/03/2023,03:15:43
1552,1087,1051,57.71,03/01/2024,11:56:15
1553,1016,1009,67.32,17/07/2023,21:03:44
1554,1095,1026,44.11,28/12/2023,01:25:08
1555,1057,1061,95,22/05/2023,03:57:43
1556,1064,1022,87.56,07/05/2023,22:55:50
1557,1049,1009,81.94,07/09/2023,20:50:11
1558,1024,1047,24.69,30/09/2023,14:31:13
1559,1062,1041,50.39,07/02/2024,17:14:48
1560,1054,1004,79.37,21/09/2023,11:18:49
1561,1079,1024,10.87,24/09/2023,04:35:19
1562,1054,1022,53.81,13/12/2023,03:15:52
1563,1033,1023,19.61,27/04/2023,11:01:45
1564,1077,1007,14.42,21/04/2023,06:09:20
1565,1067,1055,33.84,01/05/2023,07:36:36
1566,1029,1028,98.53,07/09/2023,04:32:58
1567,1075,1038,80.1,26/05/2023,10:27:42
1568,1035,1043,74.88,16/09/2023,01:28:09
1569,1085,1020,20.35,02/04/2023,10:30:23
1570,1058,1086,64.36,08/08/2023,16:25:15
1571,1053,1067,93.7,04/04/2023,07:04:04
1572,1034,1010,26.09,12/05/2023,12:11:39
1573,1031,1044,25.75,16/02/2023,01:20:11
1574,1001,1012,14.66,15/10/2023,09:38:38
1575,1090,1061,54.99,12/12/2023,13:44:31
1576,1007,1014,53.9,01/10/2023,06:09:18
1577,1059,1097,55.2,10/03/2023,04:00:48
1578,1087,1058,35.28,25/03/2023,22:40:01
1579,1004,1066,68.15,18/12/2023,15:14:44
1580,1069,1097,77.33,30/06/2023,13:16:21
1581,1026,1038,85.99,15/12/2023,16:15:57
1582,1059,1022,70.93,04/05/2023,13:28:01
1583,1017,1067,86.76,01/10/2023,01:33:54
1584,1069,1097,52.94,27/02/2023,10:15:52
1585,1026,1057,31.29,28/06/2023,16:08:30
1586,1050,1070,23.7,20/12/2023,06:56:31
1587,1096,1026,52.97,30/01/2024,18:54:04
1588,1010,1005,34.72,05/02/2024,04:45:59
1589,1041,1037,18.61,30/03/2023,07:49:57
1590,1041,1082,96.26,10/08/2023,01:00:28
1591,1082,1034,93.84,28/11/2023,00:59:14
1592,1046,1018,35.79,31/12/2023,08:04:16
1593,1041,1057,69.44,26/10/2023,13:03:23
1594,1002,1020,73.19,01/11/2023,23:01:39
1595,1040,1025,83.87,18/12/2023,20:03:52
1596,1094,1042,29.3,15/07/2023,01:13:12
1597,1023,1048,33.42,24/08/2023,13:35:03
1598,1037,1096,11.61,11/09/2023,00:09:30
1599,1061,1014,32.36,25/01/2024,06:58:36
1600,1030,1024,53.44,02/04/2023,08:29:24
1601,1055,1041,11.74,19/05/2023,20:00:26
1602,1033,1077,51.07,25/07/2023,12:35:42
1603,1002,1008,68.15,27/12/2023,04:21:43
1604,1094,1052,39.28,06/02/2024,03:08:05
1605,1021,1098,88.91,10/10/2023,09:52:13
1606,1017,1019,94,11/03/2023,15:47:17
1607,1095,1017,65.89,12/12/2023,10:30:00
1608,1065,1059,34.35,07/01/2024,08:48:28
1609,1031,1002,19.69,11/05/2023,14:16:08
1610,1100,1055,96.24,22/10/2023,13:07:45
1611,1047,1025,80.4,28/09/2023,07:38:20
1612,1016,1020,79.56,19/07/2023,20:04:01
1613,1022,1004,51.8,20/12/2023,03:43:52
1614,1086,1053,82.98,09/12/2023,21:25:20
1615,1016,1073,23.07,19/04/2023,13:17:45
1616,1027,1050,63.41,14/08/2023,11:18:39
1617,1096,1061,89.71,29/09/2023,13:55:05
1618,1020,1087,31.32,11/01/2024,09:45:15
1619,1016,1029,63.15,28/10/2023,11:28:58
1620,1018,1085,31.28,09/01/2024,10:02:58
1621,1049,1090,59.9,04/05/2023,12:56:25
1622,1004,1034,72.99,09/09/2023,04:01:08
1623,1024,1007,49.56,13/07/2023,05:02:57
1624,1010,1066,36.9,26/08/2023,23:28:11
1625,1044,1048,77.77,27/03/2023,16:14:40
1626,1059,1069,34.77,15/08/2023,08:51:02
1627,1059,1084,46.29,26/08/2023,22:29:56
1628,1074,1100,26.89,23/11/2023,16:53:59
1629,1036,1065,48.5,25/12/2023,14:53:53
1630,1063,1039,31.05,16/10/2023,01:57:16
1631,1086,1033,33.54,04/05/2023,13:08:48
1632,1008,1094,15.51,05/09/2023,14:31:47
1633,1059,1084,90.47,02/11/2023,06:23:36
1634,1013,1087,59.18,04/04/2023,00:05:01
1635,1080,1030,14.28,13/08/2023,11:44:05
1636,1040,1010,37.04,09/11/2023,12:05:56
1637,1034,1070,63.84,11/06/2023,12:34:45
1638,1100,1038,27.33,17/04/2023,14:19:50
1639,1032,1080,54.7,03/09/2023,18:05:11
1640,1039,1034,70.84,15/02/2023,14:43:01
1641,1097,1028,44.9,22/12/2023,19:50:39
1642,1021,1005,86.15,30/12/2023,13:27:20
1643,1037,1059,46.9,07/06/2023,19:39:00
1644,1030,1062,66.57,25/05/2023,04:47:54
1645,1026,1092,66.01,20/01/2024,06:02:36
1646,1026,1058,59.06,12/11/2023,08:51:34
1647,1092,1036,19.37,30/01/2024,23:06:36
1648,1005,1019,52.17,22/09/2023,09:34:22
1649,1049,1025,95.71,25/11/2023,09:23:12
1650,1039,1055,47.56,19/12/2023,15:29:07
1651,1030,1051,42.8,27/06/2023,18:35:02
1652,1002,1046,70.04,21/08/2023,11:04:22
1653,1072,1043,31.05,13/01/2024,10:12:36
1654,1068,1017,54.25,30/12/2023,01:40:03
1655,1032,1002,10.73,18/03/2023,10:15:24
1656,1069,1076,10.17,22/08/2023,05:06:15
1657,1006,1067,50.29,28/08/2023,09:36:23
1658,1052,1078,41.23,23/06/2023,07:37:49
1659,1082,1017,60.9,30/07/2023,21:31:28
1660,1060,1100,66.56,21/04/2023,18:48:28
1661,1040,1028,69,04/01/2024,09:03:20
1662,1071,1027,63.23,22/11/2023,06:07:48
1663,1045,1015,45.63,20/08/2023,23:52:44
1664,1100,1075,88.45,14/02/2024,07:00:46
1665,1052,1033,96.45,19/01/2024,01:43:50
1666,1022,1040,10.82,21/11/2023,00:28:52
1667,1073,1031,75.43,20/11/2023,14:03:08
1668,1049,1093,14.79,21/02/2023,09:37:47
1669,1031,1040,66.55,24/12/2023,12:43:05
1670,1029,1059,94.66,18/11/2023,15:16:11
1671,1033,1047,92.23,14/11/2023,17:02:34
1672,1099,1015,33.2,10/03/2023,03:02:20
1673,1075,1081,25.73,05/06/2023,18:01:50
1674,1100,1095,62.19,04/11/2023,22:01:10
1675,1070,1031,59,31/01/2024,01:16:05
1676,1087,1044,14.69,31/08/2023,18:51:54
1677,1100,1006,65.01,02/04/2023,05:51:04
1678,1053,1084,62.78,28/02/2023,10:23:13
1679,1007,1062,54.68,24/10/2023,22:46:43
1680,1063,1059,13.74,29/05/2023,16:16:38
1681,1066,1082,22.32,02/08/2023,19:09:27
1682,1084,1048,20.9,06/04/2023,09:59:02
1683,1023,1002,47.01,14/07/2023,04:52:23
1684,1065,1004,71.91,21/01/2024,04:28:13
1685,1096,1003,50.91,03/09/2023,17:59:31
1686,1053,1037,43.51,25/03/2023,16:49:17
1687,1043,1044,74.99,12/05/2023,05:03:11
1688,1057,1016,78.21,09/09/2023,04:31:10
1689,1096,1013,14.6,19/10/2023,01:50:36
1690,1001,1071,10.62,14/09/2023,16:09:24
1691,1029,1033,96.11,02/01/2024,04:00:38
1692,1058,1078,90.01,11/07/2023,13:19:03
1693,1039,1042,60.05,28/08/2023,17:42:04
1694,1070,1091,32.01,26/12/2023,03:13:06
1695,1074,1058,43.41,24/03/2023,16:27:30
1696,1013,1031,70.14,20/06/2023,13:21:53
1697,1098,1052,17.11,22/12/2023,06:05:46
1698,1035,1004,64.01,08/06/2023,21:47:00
1699,1092,1035,32.19,05/04/2023,09:20:11
1700,1097,1080,50.7,18/07/2023,10:01:05
1701,1005,1097,93.56,18/10/2023,03:30:20
1702,1084,1080,59.18,06/01/2024,21:55:57
1703,1061,1067,67.25,05/10/2023,21:18:15
1704,1087,1100,58.02,15/01/2024,09:03:50
1705,1066,1048,62.78,22/06/2023,09:22:14
1706,1067,1006,18.83,28/01/2024,03:24:49
1707,1003,1056,77.76,07/06/2023,13:40:33
1708,1089,1059,44.78,07/04/2023,18:57:30
1709,1039,1012,93.69,17/06/2023,05:24:35
1710,1073,1089,96.27,03/04/2023,22:35:39
1711,1048,1073,94.89,10/09/2023,02:34:52
1712,1017,1059,31.87,24/02/2023,01:27:30
1713,1074,1034,74.47,18/12/2023,16:44:39
1714,1098,1040,25.88,16/11/2023,22:55:28
1715,1038,1027,25.41,01/03/2023,09:48:50
1716,1005,1040,80.73,04/10/2023,21:07:14
1717,1019,1003,89.14,26/03/2023,02:17:02
1718,1064,1012,29.27,26/02/2023,02:52:32
1719,1084,1030,43.08,30/12/2023,04:54:20
1720,1050,1028,52.75,21/03/2023,13:14:15
1721,1076,1026,12.25,01/12/2023,10:57:23
1722,1052,1011,83.37,28/07/2023,09:16:14
1723,1052,1009,67.58,05/11/2023,01:23:25
1724,1081,1035,93.94,13/09/2023,23:51:57
1725,1084,1023,44.67,08/02/2024,10:53:22
1726,1068,1047,78.23,17/02/2023,05:38:54
1727,1043,1023,43.34,30/01/2024,08:39:06
1728,1074,1032,43.79,16/10/2023,12:22:32
1729,1053,1007,70.64,23/01/2024,00:21:54
1730,1002,1003,65.54,02/08/2023,16:59:07
1731,1064,1075,44.67,24/09/2023,15:30:20
1732,1077,1088,42.56,05/07/2023,19:50:14
1733,1020,1033,12.93,09/08/2023,07:59:09
1734,1075,1025,77.11,13/05/2023,20:21:20
1735,1086,1006,92.65,04/06/2023,16:29:48
1736,1016,1049,38.36,04/03/2023,09:25:58
1737,1073,1068,81.18,03/03/2023,09:05:02
1738,1089,1011,67.56,09/05/2023,21:14:32
1739,1009,1095,95.89,07/09/2023,12:03:59
1740,1038,1077,30.46,04/04/2023,11:06:36
1741,1070,1083,97.44,15/08/2023,20:40:21
1742,1032,1095,41.79,15/03/2023,21:31:01
1743,1029,1089,29.94,18/01/2024,10:31:08
1744,1026,1090,14.95,18/04/2023,21:54:07
1745,1094,1034,68.51,10/03/2023,14:21:19
1746,1080,1023,53.7,05/05/2023,05:09:08
1747,1056,1042,80.13,23/03/2023,00:00:30
1748,1011,1037,96.65,21/12/2023,22:12:37
1749,1061,1062,37.57,09/11/2023,11:50:34
1750,1062,1027,63.26,20/08/2023,00:47:29
1751,1094,1033,40.63,14/05/2023,04:58:24
1752,1067,1051,67.72,11/09/2023,10:37:55
1753,1080,1014,96.87,20/03/2023,07:45:25
1754,1075,1006,14.31,20/09/2023,02:15:54
1755,1067,1069,95.31,27/12/2023,04:34:59
1756,1008,1056,77.44,26/07/2023,15:04:35
1757,1097,1025,54.65,18/05/2023,22:54:41
1758,1080,1033,61.73,20/10/2023,06:19:34
1759,1008,1077,13.99,13/06/2023,22:06:38
1760,1087,1049,41.15,25/03/2023,21:13:27
1761,1006,1030,34.02,14/07/2023,04:00:15
1762,1048,1078,46.8,11/05/2023,05:30:10
1763,1089,1025,22.6,10/11/2023,00:13:08
1764,1043,1076,97.12,19/12/2023,18:15:06
1765,1075,1050,78.78,28/07/2023,04:24:47
1766,1008,1056,19.7,15/05/2023,06:43:38
1767,1055,1047,84.02,01/01/2024,15:28:13
1768,1092,1019,30.93,26/09/2023,19:02:39
1769,1024,1004,55.72,25/11/2023,00:09:47
1770,1045,1088,88.65,18/08/2023,14:40:34
1771,1096,1080,96.17,04/02/2024,04:36:38
1772,1021,1005,57.74,29/11/2023,04:53:26
1773,1001,1097,56.53,14/10/2023,02:32:25
1774,1013,1033,20.59,08/12/2023,06:33:35
1775,1004,1014,77.03,12/12/2023,11:58:37
1776,1094,1088,84.15,18/05/2023,20:26:15
1777,1038,1069,47.94,11/04/2023,02:22:39
1778,1029,1075,53.08,13/11/2023,04:23:18
1779,1073,1045,20.32,07/10/2023,19:05:45
1780,1052,1064,76.69,04/12/2023,19:20:52
1781,1027,1049,87.51,18/05/2023,08:32:31
1782,1062,1059,29.17,09/06/2023,22:25:48
1783,1096,1093,36.29,06/05/2023,19:18:25
1784,1033,1089,33.25,10/08/2023,14:31:02
1785,1090,1003,56.25,25/06/2023,13:19:34
1786,1094,1019,29.83,21/06/2023,17:52:39
1787,1050,1088,65.64,19/10/2023,21:52:59
1788,1008,1082,34.56,27/08/2023,09:34:46
1789,1089,1039,70.66,14/07/2023,19:45:28
1790,1010,1061,30.15,24/10/2023,09:28:01
1791,1009,1080,83.56,10/06/2023,13:19:21
